age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
58,99001.23,618,17637.07,13.63,5.0,2.4,,2,33408.9,Female,Full-Time,Master,Business,Central,Married,2014,36,2014-10-07,0
54,37955.2,640,5926.39,43.18,2.0,2.5,7896.18,4,11970.27,Male,Part-Time,High School,Education,Central,Married,2019,84,2019-04-13,1
30,35787.96,613,4600.59,6.87,,12.1,849.64,5,6009.15,Male,Full-Time,High School,Business,West,Married,2023,48,2023-09-13,0
56,32409.56,681,53041.73,51.91,5.0,5.2,335.62,5,10964.78,Female,Full-Time,Master,Education,East,Married,2022,84,2022-06-27,0
55,38772.09,694,6917.21,38.62,6.0,1.8,,5,10693.09,Male,Full-Time,High School,Car,West,Single,2020,60,2020-09-25,1
44,9973.34,644,7525.52,48.03,5.0,4.7,31871.92,4,,Female,Full-Time,Master,Education,Central,Single,2011,84,2011-07-21,0
58,28675.76,660,68851.59,2.38,1.0,0.6,2632.97,7,5207.71,Male,Full-Time,Master,Education,East,Single,2018,84,2018-04-09,1
44,73129.75,541,24658.36,49.99,5.0,3.1,2523.39,7,18613.81,Female,Retired,High School,Home,South,Single,2015,48,2015-05-10,1
29,158864.76,608,4218.24,7.3,4.0,3.8,,9,58423.84,Female,Full-Time,Master,Business,Central,Married,2013,36,2013-11-01,0
45,25913.42,708,6038.33,36.89,2.0,15.2,10537.96,8,8176.36,Female,Retired,Bachelor,Home,North,Married,2020,24,2020-06-02,1
64,17201.89,671,33961.6,23.14,3.0,0.0,3511.08,0,3016.5,Female,Unemployed,Bachelor,Education,West,Divorced,2019,60,2019-08-02,1
63,205663.35,632,8390.37,57.0,2.0,0.3,592.48,6,73709.67,Female,Full-Time,Master,Personal,East,Single,2024,48,2024-09-07,1
21,42111.51,653,83903.08,7.14,4.0,7.1,,5,12352.9,Female,Full-Time,PhD,Medical,East,Married,2024,48,2024-05-03,0
64,75629.26,567,15464.45,90.31,0.0,1.4,12143.99,8,21647.55,Male,Full-Time,Master,Home,West,Single,2021,48,2021-10-11,1
51,186485.64,744,71721.93,8.57,4.0,22.9,3834.4,7,35414.93,Male,Self-Employed,High School,Education,Central,,2024,48,2024-06-28,0
67,31195.94,697,18154.56,49.48,2.0,1.6,13217.94,2,5760.74,Female,Self-Employed,High School,Medical,West,Married,2022,60,2022-06-14,1
33,96275.48,792,63192.3,34.96,6.0,18.3,8684.05,4,16523.23,Male,Self-Employed,Bachelor,Education,North,Divorced,2020,36,2020-08-22,0
32,64499.83,551,3848.16,12.7,6.0,4.2,4420.99,5,23679.71,Female,Unemployed,Bachelor,Personal,West,Widowed,2011,48,2011-01-11,1
53,14950.04,789,18613.41,57.06,5.0,8.4,1836.56,8,2540.23,Female,Retired,Bachelor,Home,North,Married,2014,84,2014-08-05,1
20,18240.33,628,15107.26,45.29,5.0,6.2,1698.39,4,4328.57,Male,Full-Time,Bachelor,Education,East,Married,2022,36,2022-10-12,0
43,60256.92,506,30299.57,52.97,6.0,8.0,7658.65,4,16507.93,Male,Part-Time,Bachelor,Car,North,Single,2023,36,2023-07-16,1
20,18091.82,648,3981.44,39.37,2.0,2.7,26887.99,6,4153.36,Female,Unemployed,Master,Education,West,Single,2024,84,2024-04-01,1
50,74057.04,475,24304.72,18.16,4.0,,1915.55,7,24095.73,Female,Unemployed,High School,Car,East,Married,2018,60,2018-09-17,1
18,48780.36,661,33165.38,28.44,4.0,,13039.65,0,9808.47,Female,Part-Time,Master,Business,North,Single,2018,36,2018-09-18,0
45,26271.13,700,10662.61,13.65,2.0,8.9,73076.2,5,,Female,Part-Time,Master,Business,Central,Married,2021,36,2021-10-06,0
25,58131.5,805,17178.16,15.78,0.0,2.3,14385.38,6,11314.41,Female,Full-Time,Master,Home,Central,Married,2022,24,2022-10-10,0
49,27989.08,678,15430.11,30.07,4.0,5.2,1647.53,3,7424.09,Male,Full-Time,,Personal,Central,Married,2013,84,2013-10-13,0
72,41843.86,648,12821.17,35.71,3.0,,29374.59,5,14515.24,Female,Full-Time,Master,Business,East,Single,2024,36,2024-08-13,0
30,74464.44,508,8926.38,18.34,4.0,,6187.34,7,15986.11,Male,Full-Time,Bachelor,Car,North,Single,2022,36,2022-02-21,0
67,23233.83,707,26319.91,32.09,5.0,6.2,17567.7,0,4598.74,Female,Full-Time,Bachelor,Medical,West,Married,2021,24,2021-10-25,0
68,47330.81,531,22581.82,50.7,1.0,11.4,1765.77,0,14429.06,Male,Retired,Bachelor,Personal,West,Single,2021,36,2021-12-12,1
56,51569.03,759,59013.46,32.11,5.0,,32100.62,4,9280.24,Male,Full-Time,Bachelor,Business,North,Married,2011,60,2011-01-22,0
50,74573.93,658,7931.39,27.53,6.0,4.8,5253.73,5,17600.85,Male,Part-Time,Bachelor,Personal,South,Single,2020,60,2020-04-27,0
43,72386.53,850,27452.58,35.14,0.0,6.5,1371.49,2,13255.7,Male,Full-Time,,Business,Central,Married,2022,60,2022-09-03,0
57,34934.37,681,64137.52,34.38,,,3717.32,6,10552.28,Male,Self-Employed,High School,Car,North,Single,2023,36,2023-11-27,1
40,32447.17,748,36778.21,27.59,4.0,5.9,7144.81,1,7205.32,Male,Part-Time,High School,Home,West,Single,2016,36,2016-11-07,0
36,27586.96,512,6157.48,52.24,4.0,6.3,17217.51,8,9555.2,Male,Unemployed,PhD,Car,South,Married,2022,60,2022-10-05,1
43,73062.91,668,59155.02,15.77,5.0,5.2,13205.26,5,20275.04,Male,Self-Employed,High School,Business,West,Married,2022,84,2022-01-12,0
32,,483,7838.93,6.18,4.0,0.5,11951.49,1,14637.25,Female,Full-Time,PhD,Education,West,Married,2012,36,2012-08-21,1
63,29183.63,688,5784.42,37.54,0.0,8.5,65783.82,0,10134.19,Female,Full-Time,PhD,Home,South,Single,2023,36,2023-02-09,0
36,25593.37,677,8681.11,27.45,6.0,6.1,6488.06,3,4479.37,Female,Full-Time,High School,Medical,West,Single,2016,48,2016-12-08,0
23,47470.4,714,12347.0,7.16,1.0,6.3,2932.81,6,8852.42,Male,Full-Time,High School,Car,Central,Single,2020,84,2020-01-07,0
26,29645.6,822,38220.22,33.17,2.0,3.3,,1,11294.33,Female,Part-Time,Master,Car,North,Single,2019,60,2019-03-13,1
19,38611.28,667,25108.55,20.21,2.0,8.3,4052.95,0,,Female,Full-Time,Bachelor,Education,South,Married,2018,36,2018-05-04,0
72,50197.63,691,11870.88,26.93,4.0,1.9,25847.26,6,10628.83,Female,Full-Time,High School,Personal,South,Married,2019,36,2019-01-18,1
58,22523.91,655,30551.02,23.65,4.0,5.0,14212.54,3,4467.11,Female,Retired,,Car,North,Married,2020,36,2020-03-06,0
46,70519.31,711,14556.8,7.06,3.0,0.1,2547.41,0,13718.26,Female,Self-Employed,Master,Car,Central,Married,2017,36,2017-06-03,0
42,88855.79,576,10572.96,21.47,5.0,5.8,1050.06,4,35186.21,Male,Unemployed,High School,Home,West,,2015,36,2015-01-14,1
26,32738.44,720,33528.03,13.29,5.0,3.4,2461.74,2,6438.48,Female,Full-Time,Bachelor,Home,East,Single,2017,48,2017-12-12,1
37,27895.38,615,19042.34,38.5,0.0,0.2,2484.73,6,5009.92,Female,Full-Time,High School,Business,Central,Single,2024,48,2024-01-20,1
20,46514.55,708,9328.64,12.63,0.0,2.1,,8,7893.04,Male,Full-Time,Bachelor,Education,South,Single,2019,48,2019-01-19,0
56,44590.93,781,6221.68,18.17,,3.5,2909.76,4,8025.28,Male,Unemployed,High School,Car,Central,Single,2022,24,2022-09-18,0
20,78953.91,683,25028.56,34.16,4.0,11.8,,1,25132.66,Male,Full-Time,Master,Business,South,Single,2018,84,2018-09-08,0
47,,844,2921.11,35.42,5.0,0.5,1954.4,9,10010.32,Male,Full-Time,,Home,East,Single,2012,60,2012-05-13,0
23,47425.91,850,14444.22,23.95,4.0,11.8,1411.52,6,17586.27,Female,Retired,Bachelor,Business,South,Divorced,2023,24,2023-11-28,0
23,55047.44,574,12251.02,17.99,4.0,3.9,3898.88,2,12035.11,Female,Self-Employed,,Home,West,,2017,60,2017-04-25,0
57,29588.32,640,30676.6,32.29,5.0,12.6,2680.95,1,11830.48,Male,Unemployed,PhD,Car,North,,2023,12,2023-04-14,0
41,38281.04,603,9570.34,3.72,4.0,4.2,1151.86,2,7441.92,Female,Full-Time,Master,Medical,South,Single,2015,36,2015-12-17,0
20,,621,5726.16,23.63,1.0,3.0,5422.43,7,16846.77,Male,Self-Employed,,Car,East,Widowed,2018,36,2018-01-01,0
34,105354.85,758,5814.32,17.81,1.0,4.5,,6,22252.26,Male,Part-Time,Master,Home,East,Single,2021,60,2021-09-27,0
51,25276.83,567,5343.11,6.41,2.0,17.4,2941.75,5,6797.74,Male,Retired,Bachelor,Personal,Central,Divorced,2021,48,2021-04-20,0
48,68540.48,582,2948.58,40.55,1.0,,7748.56,1,14084.32,Female,Part-Time,,Home,South,Married,2019,36,2019-08-27,1
61,45719.65,459,7950.08,43.56,2.0,1.7,5191.97,9,9220.31,Male,Full-Time,Master,Car,West,Single,2020,48,2020-02-26,1
59,28302.45,570,33906.89,19.99,,6.2,3005.6,2,10211.85,Male,Full-Time,High School,Home,Central,Single,2013,60,2013-03-14,1
59,76651.15,797,29564.57,43.23,6.0,18.1,13483.86,1,20745.13,Male,Self-Employed,High School,Business,East,Single,2017,84,2017-04-19,0
22,20382.85,573,8361.35,37.14,,5.5,4743.94,9,4532.41,Female,Unemployed,Bachelor,Home,Central,Married,2021,36,2021-06-13,0
73,18330.68,552,9807.47,26.76,6.0,5.0,11193.11,9,5067.91,Female,Self-Employed,High School,Home,West,Single,2015,60,2015-04-09,1
23,58467.28,710,29359.92,39.88,4.0,5.0,17538.51,4,13947.4,Male,Unemployed,Bachelor,Personal,Central,,2015,48,2015-09-05,0
72,57731.95,596,13490.62,49.63,3.0,5.3,5600.51,0,18438.19,Male,Part-Time,Master,Business,South,Married,2019,36,2019-03-15,1
28,70294.83,464,16144.87,27.55,4.0,7.4,1068.47,5,16995.04,Female,Full-Time,,Education,North,Single,2011,48,2011-04-14,1
70,46577.09,527,21237.72,6.33,6.0,0.1,1461.86,3,10143.96,Female,Full-Time,Master,Home,South,Single,2015,36,2015-08-08,1
62,54658.27,774,13202.04,12.9,2.0,1.8,5223.44,4,14984.28,Female,Full-Time,Bachelor,Home,South,Married,2024,60,2024-02-28,0
33,25928.78,660,21131.58,52.55,4.0,4.4,18355.75,7,4637.44,Female,Part-Time,Master,Car,North,Single,2015,48,2015-05-15,1
31,34212.45,619,6693.0,15.9,4.0,1.7,2405.9,7,8753.76,Female,Full-Time,,Medical,South,Married,2021,84,2021-03-02,1
24,39112.72,520,4456.32,54.57,2.0,1.9,4996.08,3,9944.0,Female,Full-Time,,Home,South,Divorced,2017,36,2017-06-25,1
32,54609.48,575,3999.02,19.27,5.0,0.9,5783.12,8,12836.76,Female,Part-Time,Bachelor,Car,North,Single,2016,48,2016-10-23,1
65,60831.45,645,10771.94,20.7,2.0,0.3,745.8,3,16345.56,Male,Retired,High School,Education,South,Married,2023,36,2023-08-15,1
33,56794.48,732,44400.97,44.08,4.0,4.8,1546.84,1,11608.81,Male,Self-Employed,Bachelor,Medical,North,,2020,48,2020-03-25,0
73,60689.04,684,33403.49,23.09,6.0,0.8,3063.27,2,13237.17,Female,Full-Time,,Car,Central,Married,2017,12,2017-12-17,0
28,59111.0,772,15077.42,21.08,5.0,0.4,4008.07,2,17903.57,Male,Full-Time,Bachelor,Home,North,Single,2023,48,2023-11-27,0
71,31398.82,577,15635.85,40.78,0.0,1.5,9482.45,6,,Male,Full-Time,High School,Education,North,Divorced,2021,60,2021-11-23,1
71,40942.85,624,22198.41,74.44,5.0,0.4,768.99,3,9490.52,Male,Full-Time,Bachelor,Car,Central,Married,2011,60,2011-08-08,0
29,13569.49,526,140070.62,35.84,3.0,4.3,5686.5,5,2709.53,Female,Self-Employed,Bachelor,Car,East,Married,2014,48,2014-12-11,1
69,96885.53,720,9718.58,26.52,2.0,9.3,861.84,7,35768.95,Female,Full-Time,PhD,Education,East,Single,2018,36,2018-02-28,1
68,26319.87,757,11049.5,9.88,4.0,,,6,,Female,Unemployed,Bachelor,Home,East,Divorced,2021,60,2021-03-18,0
71,30372.04,512,4541.81,50.55,5.0,6.1,21896.94,2,7707.32,Female,Full-Time,Bachelor,Car,North,Divorced,2017,36,2017-04-20,1
29,48332.59,696,12283.5,45.66,5.0,15.6,996.83,7,13136.64,Female,Full-Time,,Medical,South,Married,2013,60,2013-07-25,1
64,73525.77,761,11596.49,13.72,5.0,5.0,5140.81,6,15872.82,Female,Unemployed,Bachelor,Car,South,Widowed,2022,48,2022-10-09,0
51,77431.63,797,19323.77,17.78,5.0,10.7,28713.22,1,,Male,Full-Time,High School,Home,North,Single,2018,36,2018-12-01,1
31,92397.39,714,3894.58,29.57,0.0,1.4,61518.08,6,26679.27,Female,Full-Time,Bachelor,Education,East,Married,2018,60,2018-08-20,0
40,26064.47,610,2794.49,39.94,1.0,5.4,16456.81,2,5896.15,Female,Full-Time,Bachelor,Business,Central,Single,2020,84,2020-11-05,0
54,131408.55,519,7337.59,22.66,6.0,10.1,4888.8,9,30365.23,Female,Self-Employed,Bachelor,Personal,South,Single,2023,36,2023-05-22,0
31,42065.31,579,5928.86,26.65,1.0,4.4,1274.11,4,14388.8,Male,Full-Time,High School,Business,West,Divorced,2019,48,2019-11-23,1
59,,798,22485.64,30.9,3.0,6.7,4081.99,1,17693.48,Non-Binary,Unemployed,PhD,Business,West,Married,2023,36,2023-07-18,0
48,155431.54,745,17954.57,22.16,0.0,2.3,20932.91,7,36787.59,Female,Full-Time,Bachelor,Car,South,Married,2015,48,2015-09-04,0
68,38477.0,636,12027.35,28.81,6.0,7.1,14329.92,3,8898.86,Male,Unemployed,High School,Personal,Central,Married,2018,48,2018-03-11,0
53,48852.33,596,10490.88,17.58,6.0,0.5,6317.94,3,13904.67,Female,Full-Time,High School,Education,South,Divorced,2016,12,2016-06-20,0
55,101741.96,564,4040.27,10.98,6.0,2.8,,4,16999.73,Male,Self-Employed,Bachelor,Business,North,Married,2024,84,2024-05-14,1
60,28666.76,850,41726.8,9.62,4.0,3.9,84318.23,1,8410.77,Female,Unemployed,Bachelor,Personal,North,Married,2016,60,2016-06-14,0
37,95357.27,636,16346.24,23.67,4.0,8.0,19005.85,4,18814.57,Female,Full-Time,High School,Car,North,Married,2021,36,2021-01-17,0
32,43769.8,850,4565.8,35.06,6.0,0.5,1298.63,5,15621.05,Male,Full-Time,High School,Personal,West,Single,2019,60,2019-06-27,0
61,36579.57,582,7947.77,73.5,0.0,22.6,3711.23,7,7716.86,Non-Binary,Self-Employed,Bachelor,Business,East,Married,2024,60,2024-01-15,1
73,38723.4,637,25614.14,50.95,1.0,3.3,68858.91,1,10588.78,Female,Full-Time,PhD,Home,Central,Single,2023,24,2023-02-03,0
63,97171.05,558,12754.2,17.53,5.0,2.1,6021.98,7,19230.59,Male,Full-Time,Master,Medical,West,Widowed,2015,36,2015-12-02,1
72,,641,9184.25,5.95,6.0,16.8,155.01,5,41618.52,Male,Full-Time,High School,Education,West,Single,2010,60,2010-08-24,0
31,22330.69,548,4711.95,26.83,6.0,1.1,12186.34,2,4047.15,Male,Full-Time,High School,Medical,Central,Married,2016,24,2016-11-20,0
32,42618.82,571,21221.18,32.49,1.0,,10914.45,4,16480.55,Female,Full-Time,Bachelor,Education,Central,Married,2018,36,2018-05-06,0
55,40861.18,653,9044.01,58.37,2.0,5.2,3935.85,5,10741.5,Female,Full-Time,,Education,West,Married,2017,84,2017-09-14,0
71,40289.98,598,12512.98,23.06,1.0,1.9,6371.53,8,,Male,Retired,High School,Medical,East,Married,2013,36,2013-06-14,0
60,108855.27,593,16671.46,14.55,4.0,2.4,10010.38,4,20123.87,Non-Binary,Self-Employed,Bachelor,Car,East,Married,2017,36,2017-04-17,1
46,9822.88,535,29377.74,53.9,2.0,4.1,5748.01,4,3850.56,Male,Part-Time,,Education,East,Divorced,2016,60,2016-02-16,1
62,180412.25,640,11036.78,28.3,0.0,2.8,2797.75,5,64904.44,Female,Full-Time,Bachelor,Personal,South,,2016,60,2016-12-24,0
28,81669.06,598,13091.98,55.4,2.0,6.2,38264.21,0,26267.85,Male,Part-Time,Bachelor,Education,South,Single,2019,84,2019-02-06,1
64,101800.13,645,4845.14,30.25,2.0,3.1,1680.62,5,26252.29,Female,Unemployed,,Personal,South,Married,2015,60,2015-01-13,0
53,40153.57,446,1450.14,35.07,5.0,1.3,1796.78,5,10375.06,Female,Self-Employed,High School,Education,West,Married,2015,84,2015-04-21,1
29,33655.35,656,13806.12,12.29,3.0,4.5,2306.42,7,7581.59,Female,Self-Employed,High School,Home,North,,2019,24,2019-05-15,0
54,41357.43,783,7841.82,66.95,2.0,4.2,1040.91,8,,Female,Full-Time,PhD,Business,Central,,2015,36,2015-10-18,1
58,103958.35,633,6246.84,18.68,6.0,4.9,,6,17327.39,Male,Unemployed,Bachelor,Personal,Central,Married,2015,36,2015-03-18,0
62,,595,32603.9,27.77,6.0,6.3,1980.33,2,8467.52,Female,Part-Time,,Home,Central,Married,2017,48,2017-07-12,1
27,39229.37,661,26205.92,18.21,1.0,0.8,54084.08,7,,Female,Unemployed,,Car,West,Divorced,2021,84,2021-06-24,0
64,24106.48,771,27882.59,1.0,4.0,4.2,23598.54,8,,Female,Full-Time,Master,Education,Central,Single,2015,60,2015-07-13,0
69,33188.23,689,6014.48,15.75,,13.8,,8,7097.28,Female,Part-Time,,Personal,West,Divorced,2013,12,2013-10-02,1
62,83403.04,679,7030.91,17.2,4.0,13.1,213.16,2,14758.0,Male,Self-Employed,Master,Education,East,Single,2017,24,2017-01-10,0
19,56523.86,471,16679.95,8.74,1.0,2.8,26706.45,7,,Male,Self-Employed,Bachelor,Business,West,Single,2012,24,2012-10-15,1
64,35803.1,647,8020.96,33.95,,5.4,22875.02,8,9902.37,Male,Retired,High School,Car,Central,Married,2019,84,2019-05-03,0
42,47128.95,632,6827.41,79.29,1.0,,5224.3,5,14541.08,Female,Part-Time,Bachelor,Car,Central,Married,2012,60,2012-07-26,1
29,48703.97,763,24600.4,18.05,3.0,2.5,5627.45,4,9570.86,Male,Full-Time,,Car,West,Single,2014,36,2014-01-16,0
35,41832.21,571,12045.06,36.71,5.0,2.9,19375.44,7,12911.88,Female,Part-Time,Bachelor,Medical,Central,Single,2023,48,2023-08-04,1
41,57707.66,616,56734.09,47.98,3.0,0.0,2007.91,7,,Female,Full-Time,,Personal,South,Married,2023,48,2023-05-11,1
21,,610,4133.73,43.79,4.0,3.1,4324.75,1,8522.74,Female,Part-Time,High School,Personal,North,Divorced,2021,36,2021-01-15,0
31,23114.18,728,12451.86,33.34,2.0,15.9,,9,3904.68,Male,Full-Time,High School,Education,East,Divorced,2023,48,2023-11-13,1
54,32873.21,600,9225.38,51.73,3.0,7.3,,1,,Female,Full-Time,,Medical,South,,2012,36,2012-07-02,1
69,52684.09,606,9201.77,20.69,4.0,,32274.66,2,13764.1,Female,Full-Time,Bachelor,Education,North,Married,2015,36,2015-07-07,0
38,24889.92,684,32024.0,9.98,3.0,8.7,7409.48,0,4604.08,Female,Full-Time,High School,Business,West,Divorced,2010,60,2010-03-09,0
56,54606.83,560,32645.19,5.33,4.0,4.6,4586.05,8,18335.11,Male,Full-Time,Master,Home,Central,Single,2023,24,2023-02-18,1
70,33590.16,820,3540.12,28.57,2.0,3.5,21254.47,7,8981.57,Male,Full-Time,Bachelor,Home,South,Married,2018,84,2018-10-23,0
31,71953.49,609,29699.44,26.19,1.0,10.8,7704.67,1,,Male,Full-Time,Master,Medical,Central,Married,2012,36,2012-01-02,0
62,71565.63,795,9515.03,15.13,3.0,,21613.19,5,23279.87,Female,Full-Time,Bachelor,Home,Central,Single,2022,36,2022-05-25,0
49,121413.5,599,31915.63,8.81,1.0,2.7,469.15,8,28429.69,Male,Full-Time,Master,Business,North,,2022,36,2022-02-12,0
20,29609.54,706,10249.55,74.57,6.0,19.2,2386.21,1,8649.75,Male,Full-Time,Bachelor,Home,North,Single,2015,60,2015-10-26,0
33,49719.36,767,5193.5,31.89,3.0,2.9,2544.77,7,8843.03,Male,Part-Time,Bachelor,Car,North,Married,2015,48,2015-05-27,0
21,43230.45,562,11103.66,19.03,3.0,0.0,2404.12,7,7799.02,Female,Full-Time,,Home,South,Married,2014,60,2014-11-13,0
54,,651,6850.11,31.62,0.0,5.0,6356.3,5,9800.53,Female,Self-Employed,Master,Business,South,,2020,36,2020-06-01,0
62,58258.73,428,6243.32,44.82,0.0,3.4,,6,16177.33,Male,Part-Time,Bachelor,Business,West,Married,2021,36,2021-03-28,1
65,47460.39,618,13486.67,12.53,6.0,0.2,945.19,8,15991.78,Male,Self-Employed,,Home,East,Married,2014,84,2014-11-09,1
70,70079.7,584,16456.24,12.26,2.0,16.9,11649.11,0,,Male,Full-Time,PhD,Home,North,Divorced,2023,60,2023-04-26,0
63,34129.01,751,7699.46,26.31,4.0,2.1,,9,,Male,Full-Time,Master,Education,Central,Divorced,2015,60,2015-01-13,0
73,82882.03,631,8430.11,36.65,1.0,14.9,1003.67,8,15796.44,Female,Full-Time,,Education,North,Single,2011,60,2011-05-19,1
33,51436.63,644,21275.9,5.52,1.0,,4643.6,8,16256.11,Female,Full-Time,Bachelor,Home,West,,2019,36,2019-12-20,0
22,223275.17,788,10160.05,11.66,0.0,,2032.88,6,71545.5,Female,Full-Time,Master,Home,North,Divorced,2013,60,2013-08-16,0
54,89001.39,659,7147.56,40.55,2.0,4.7,1358.41,7,25959.0,Female,Self-Employed,Bachelor,Medical,North,Married,2010,36,2010-03-06,0
69,70106.51,653,10491.74,3.36,4.0,3.3,4754.46,7,11933.6,Male,Unemployed,Bachelor,Medical,West,,2017,36,2017-03-06,1
57,73335.3,826,33434.78,4.03,4.0,0.0,1910.1,3,18023.37,Female,Full-Time,High School,Business,Central,Divorced,2020,12,2020-10-08,0
66,80081.53,593,5687.54,38.71,6.0,2.9,2761.96,8,16158.72,Male,Full-Time,PhD,Personal,East,Single,2016,48,2016-07-11,1
18,47953.64,673,21486.44,38.76,0.0,0.7,3760.14,7,,Female,Part-Time,Bachelor,Education,Central,Married,2010,12,2010-03-15,1
34,71869.53,508,25957.41,27.8,0.0,13.0,22834.3,5,15968.57,Male,Full-Time,Bachelor,Car,Central,Widowed,2022,36,2022-05-01,1
19,50587.61,651,4709.04,42.4,2.0,0.9,3810.09,1,10855.87,Female,Full-Time,High School,Business,North,Married,2012,24,2012-01-04,0
66,38224.75,651,154282.94,14.24,2.0,2.6,18795.89,6,6440.47,Male,Full-Time,Bachelor,Education,East,Single,2014,60,2014-05-10,1
56,89146.4,680,19957.97,25.25,1.0,7.4,8095.0,0,27953.52,Female,Self-Employed,Bachelor,Home,West,Single,2015,36,2015-12-22,0
23,301776.14,711,16543.28,11.14,1.0,,974.98,0,93041.53,Female,Part-Time,,Car,West,Single,2024,36,2024-01-22,0
42,57093.69,604,42297.37,41.94,4.0,,6926.58,5,,Male,Part-Time,High School,Home,East,Married,2016,84,2016-08-19,1
62,12944.12,685,16187.64,21.77,,1.5,8298.39,0,3858.56,Non-Binary,Self-Employed,Bachelor,Personal,North,,2015,36,2015-09-15,0
34,32801.45,690,37047.16,41.37,0.0,4.1,17676.86,9,5880.61,Female,Unemployed,High School,Medical,North,Single,2022,36,2022-04-28,0
70,68587.02,771,18321.99,17.14,5.0,6.3,724.58,0,12367.74,Female,Unemployed,High School,Personal,Central,Married,2023,36,2023-05-20,0
52,69505.07,850,27488.83,36.06,5.0,2.4,3449.37,3,18097.71,Male,Self-Employed,,Car,East,Single,2016,60,2016-04-26,0
46,26548.98,846,9857.41,58.88,4.0,10.4,10549.65,3,5198.29,Female,Self-Employed,High School,Home,South,Married,2022,60,2022-02-05,0
47,83806.43,655,9021.28,24.39,6.0,,687.82,0,26577.88,Female,Self-Employed,Master,Education,West,Single,2020,48,2020-07-21,0
36,38962.27,551,14268.6,66.05,1.0,6.4,3495.95,5,8317.14,Male,Full-Time,,Business,South,Married,2017,84,2017-04-27,1
29,25813.22,589,32906.38,41.11,5.0,3.6,39673.28,5,5294.98,Male,Retired,Bachelor,Car,Central,Single,2015,36,2015-04-03,1
33,54679.11,564,44928.62,16.75,1.0,4.3,7229.1,1,10150.89,Female,Full-Time,Bachelor,Education,Central,Widowed,2014,36,2014-05-13,1
56,35045.53,508,14538.14,21.96,6.0,9.9,9121.93,1,7464.23,Female,Unemployed,High School,Medical,South,Single,2020,60,2020-09-14,0
74,,594,7907.66,14.62,6.0,1.7,2322.31,5,7439.46,Male,Full-Time,Bachelor,Education,East,Divorced,2023,36,2023-03-11,0
44,55791.36,591,19462.98,13.55,4.0,4.2,1585.03,7,14280.79,Female,Unemployed,High School,Car,North,Single,2017,48,2017-10-12,0
66,77290.82,476,21147.6,19.82,2.0,2.6,2830.47,0,27521.3,Male,Full-Time,Master,Car,North,Divorced,2018,24,2018-12-08,1
33,83590.31,606,29151.7,32.29,0.0,0.5,4956.94,1,15458.32,Female,Full-Time,Bachelor,Personal,East,Single,2023,48,2023-03-28,0
60,32722.2,557,11397.04,44.28,5.0,5.3,26396.13,8,10715.03,Male,Self-Employed,Bachelor,Business,North,Married,2019,12,2019-02-27,1
33,20840.15,467,12394.42,25.83,2.0,9.3,39648.63,8,4190.35,Female,Full-Time,High School,Business,Central,Single,2015,36,2015-05-16,0
67,49828.82,676,7396.54,37.0,5.0,5.9,2090.0,6,14095.78,Male,Self-Employed,,Business,East,Widowed,2013,12,2013-12-22,0
52,41927.38,593,13795.52,31.5,5.0,15.5,1291.19,7,,Male,Self-Employed,High School,Personal,East,Single,2012,36,2012-05-01,1
57,70483.59,552,34988.12,30.35,6.0,5.7,1241.41,1,25553.16,Female,Part-Time,High School,Business,East,Married,2017,48,2017-01-26,0
